customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
0281-CNTZX,no,male,0,yes,no,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,bank-transfer-(automatic),19.95,1234.8
0282-NVSJS,no,female,1,yes,yes,12,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed-check,29.3,355.9
0285-INHLN,no,male,0,yes,yes,27,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit-card-(automatic),54.75,1510.3
0289-IVARM,no,female,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,no,electronic-check,60.55,1982.6
0292-WEGCH,no,female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic-check,86.2,4524.05
0295-PPHDO,yes,male,0,no,no,1,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,95.45,95.45
0295-QVKPB,no,male,0,no,no,5,yes,no,dsl,no,no,yes,yes,yes,no,month-to-month,yes,credit-card-(automatic),63.95,318.1
0297-RBCSG,no,male,0,no,no,19,yes,no,dsl,no,yes,no,yes,no,yes,one-year,yes,bank-transfer-(automatic),65.35,1231.85
0298-XACET,no,male,0,yes,yes,52,no,no phone service,dsl,no,yes,yes,yes,yes,no,two-year,no,mailed-check,50.2,2554.0
0301-FIDRB,no,female,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,bank-transfer-(automatic),63.8,4684.3
0301-KOBTQ,no,male,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,bank-transfer-(automatic),20.05,614.45
0302-JOIVN,yes,female,0,yes,no,8,yes,no,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,no,electronic-check,101.15,842.9
0303-UNCIP,no,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one-year,no,mailed-check,65.0,2531.8
0303-WMMRN,no,male,0,no,no,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,19.25,86.05
0305-SQECB,no,female,0,no,yes,11,no,no phone service,dsl,yes,no,no,yes,no,no,one-year,yes,mailed-check,36.05,402.6
0306-JAELE,yes,male,0,no,no,5,yes,no,fiber-optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic-check,96.1,453.4
0307-BCOPK,no,female,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,19.05,326.65
0308-GIQJT,no,male,1,no,no,71,yes,yes,fiber-optic,no,yes,no,yes,yes,yes,one-year,no,bank-transfer-(automatic),105.75,7382.85
0308-IVGOK,no,female,0,no,no,11,no,no phone service,dsl,no,yes,yes,yes,no,no,one-year,yes,credit-card-(automatic),40.4,422.6
0310-MVLET,yes,female,0,yes,yes,61,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,99.15,6010.05
0310-SUCIN,no,female,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,one-year,yes,bank-transfer-(automatic),84.8,6046.1
0310-VQXAM,no,male,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.85,178.8
0311-QYWSS,no,female,0,no,no,6,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic-check,49.45,314.6
0311-UNPFF,yes,female,0,no,no,26,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),88.8,2274.35
0314-TKOSI,no,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed-check,55.15,322.9
0315-LVCRK,no,male,0,no,no,11,yes,no,fiber-optic,no,no,yes,no,no,yes,month-to-month,no,electronic-check,84.8,888.75
0318-QUUOB,yes,male,0,yes,no,1,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,80.55,80.55
0318-ZOPWS,no,female,0,yes,no,49,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,bank-transfer-(automatic),20.15,973.35
0319-QZTCO,no,female,0,yes,yes,3,yes,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,credit-card-(automatic),58.7,168.6
0320-DWVTU,no,female,0,no,no,53,yes,no,fiber-optic,yes,yes,yes,yes,no,yes,two-year,no,mailed-check,99.5,5424.25
0320-JDNQG,yes,male,0,yes,yes,23,yes,no,fiber-optic,yes,no,no,yes,yes,yes,month-to-month,yes,electronic-check,99.85,2331.3
0322-CHQRU,yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic-check,45.35,89.5
0322-YINQP,yes,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed-check,48.55,48.55
0323-XWWTN,no,male,0,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,mailed-check,26.4,121.25
0324-BRPCJ,yes,female,1,yes,no,68,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic-check,100.2,6851.65
0325-XBFAC,yes,male,0,no,no,8,yes,no,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,94.7,740.3
0326-VDYXE,no,female,0,yes,no,70,yes,yes,fiber-optic,no,no,yes,no,yes,yes,one-year,yes,electronic-check,97.65,6982.5
0327-WFZSY,no,male,0,yes,yes,39,yes,yes,fiber-optic,no,no,yes,no,yes,yes,one-year,no,electronic-check,100.0,3835.55
0328-GRPMV,yes,female,0,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.1,70.1
0328-IBUPK,,female,0,yes,yes,51,no,no phone service,dsl,yes,no,no,yes,no,no,two-year,no,bank-transfer-(automatic),34.2,1782.0
0329-GTIAJ,yes,female,0,no,no,3,yes,no,fiber-optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic-check,97.9,315.3
0330-BGYZE,no,male,0,yes,no,60,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,one-year,no,bank-transfer-(automatic),102.5,6157.6
0330-IVZHA,yes,female,0,yes,no,5,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,69.95,330.15
0334-GDDSO,yes,male,1,no,no,3,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,81.35,233.7
0334-ZFJSR,no,female,0,yes,no,55,yes,yes,dsl,yes,yes,no,yes,no,no,one-year,yes,credit-card-(automatic),66.05,3462.1
0336-KXKFK,no,male,0,no,no,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),61.2,4390.25
0336-PIKEI,no,male,1,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,two-year,no,bank-transfer-(automatic),74.4,5360.75
0337-CNPZE,yes,female,0,no,no,41,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,106.3,4443.45
0343-QLUZP,no,male,0,no,no,60,no,no phone service,dsl,yes,yes,yes,no,no,no,two-year,no,bank-transfer-(automatic),39.6,2424.5
0345-HKJVM,yes,female,0,no,no,6,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,no,electronic-check,89.3,577.6
0345-XMMUG,no,female,0,yes,no,46,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),108.9,4854.3
0347-UBKUZ,no,female,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.9,320.45
0348-SDKOL,yes,female,0,yes,no,58,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit-card-(automatic),102.1,5885.4
0354-VXMJC,no,male,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),19.6,426.65
0354-WYROK,yes,female,1,yes,yes,31,yes,no,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic-check,98.9,2911.3
0356-ERHVT,no,male,0,yes,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),45.9,521.9
0356-OBMAC,no,female,1,no,no,56,yes,yes,fiber-optic,no,yes,yes,yes,yes,no,two-year,yes,bank-transfer-(automatic),99.9,5706.3
0357-NVCRI,no,female,0,no,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),20.05,471.7
0361-HJRDX,no,female,0,no,no,68,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),64.35,4539.6
0362-RAOQO,no,female,0,no,no,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),19.65,830.25
0362-ZBZWJ,yes,male,0,no,no,36,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,84.9,3067.2
0363-QJVFX,yes,male,0,no,no,32,yes,yes,fiber-optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit-card-(automatic),108.15,3432.9
0363-SVHYR,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two-year,no,bank-transfer-(automatic),86.85,6263.8
0365-BZUWY,no,male,0,yes,no,17,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,102.55,1742.5
0365-GXEZS,no,male,0,yes,no,18,yes,no,fiber-optic,no,no,yes,yes,no,no,month-to-month,no,electronic-check,78.2,1468.75
0365-TRTPY,no,female,0,no,no,37,yes,yes,fiber-optic,yes,yes,yes,no,no,no,month-to-month,no,bank-transfer-(automatic),91.2,3382.3
0366-NQSHS,no,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.35,46.35
0369-ZGOVK,no,female,0,yes,yes,28,yes,no,fiber-optic,no,no,no,no,no,no,one-year,yes,bank-transfer-(automatic),70.4,1992.2
0373-AIVNJ,no,male,0,no,no,9,no,no phone service,dsl,yes,yes,yes,no,no,no,one-year,no,mailed-check,39.55,373.0
0374-AACSZ,no,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic-check,50.15,50.15
0374-FIUCA,no,male,0,yes,no,65,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),20.4,1414.45
0374-IOEGQ,no,female,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic-check,44.6,122.7
0375-HVGXO,yes,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic-check,34.7,34.7
0376-OIWME,no,male,0,yes,no,36,yes,no,fiber-optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic-check,93.6,3366.05
0376-YMCJC,yes,male,0,no,no,23,yes,yes,fiber-optic,no,no,no,yes,yes,no,month-to-month,yes,electronic-check,90.6,1943.2
0377-JBKKT,no,male,0,yes,yes,22,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed-check,57.95,1271.8
0378-CJKPV,no,female,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),112.1,7965.95
0378-NHQXU,yes,female,0,yes,yes,17,yes,yes,fiber-optic,no,no,yes,no,yes,no,month-to-month,no,electronic-check,88.25,1460.65
0378-TOVMS,yes,female,0,no,no,3,yes,no,fiber-optic,no,no,no,yes,no,yes,month-to-month,no,electronic-check,85.8,272.2
0378-XSZPU,yes,male,0,yes,no,58,yes,no,dsl,yes,yes,yes,no,no,no,one-year,no,credit-card-(automatic),60.3,3563.8
0379-DJQHR,no,male,0,yes,yes,67,yes,no,dsl,yes,yes,yes,no,yes,yes,two-year,no,credit-card-(automatic),81.35,5398.6
0380-NEAVX,no,male,1,no,no,34,yes,no,fiber-optic,no,yes,yes,no,yes,yes,one-year,yes,electronic-check,99.85,3343.15
0380-ZCSBI,no,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit-card-(automatic),20.0,198.7
0383-CLDDA,no,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),85.35,5897.4
0384-LPITE,no,male,0,no,no,40,no,no phone service,dsl,yes,yes,yes,no,yes,yes,one-year,no,credit-card-(automatic),62.05,2511.55
0384-RVBPI,no,male,0,no,no,20,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,no,credit-card-(automatic),64.4,1398.6
0386-CWRGM,no,female,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,19.4,967.85
0388-EOPEX,yes,female,0,yes,no,2,yes,no,fiber-optic,yes,no,no,no,no,no,month-to-month,yes,electronic-check,74.4,139.4
0390-DCFDQ,yes,female,1,yes,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,mailed-check,70.45,70.45
0392-BZIUW,no,female,0,yes,no,72,yes,yes,fiber-optic,yes,no,yes,no,yes,yes,two-year,yes,credit-card-(automatic),105.0,7589.8
0394-YONDK,no,male,0,yes,yes,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),25.15,1790.15
0396-HUJBP,no,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.3,44.4
0396-UKGAI,no,male,0,no,yes,23,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,bank-transfer-(automatic),55.3,1284.2
0396-YCHWO,no,male,0,yes,no,36,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,95.4,3474.2
0397-GZBBC,yes,male,1,yes,no,59,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),93.85,5574.75
0397-ZXWQF,no,male,0,no,no,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),20.5,1430.95
0401-WDBXM,no,male,0,yes,yes,72,yes,yes,fiber-optic,yes,no,yes,no,yes,yes,two-year,yes,bank-transfer-(automatic),105.55,7542.25
0402-CQAJN,yes,female,0,no,no,37,yes,yes,fiber-optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),101.9,3545.35
0402-OAMEN,no,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),24.45,1709.1
0404-AHASP,no,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),19.7,1421.9
0404-SWRVG,yes,male,0,no,no,3,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,74.4,229.55
0406-BPDVR,yes,female,1,yes,no,54,yes,yes,fiber-optic,no,yes,no,no,yes,yes,one-year,yes,credit-card-(automatic),101.5,5373.1
0407-BDJKB,yes,male,0,yes,no,60,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic-check,95.75,5742.9
0409-WTMPL,no,female,0,yes,no,58,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,one-year,yes,credit-card-(automatic),110.65,6526.65
0410-IPFTY,no,female,0,yes,no,31,yes,no,fiber-optic,no,yes,no,no,no,yes,month-to-month,yes,bank-transfer-(automatic),83.85,2674.15
0411-EZJZE,no,female,0,no,no,3,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic-check,60.25,170.5
0412-UCCNP,no,male,0,no,no,55,yes,no,dsl,yes,no,yes,yes,no,no,two-year,yes,electronic-check,59.2,3175.85
0415-MOSGF,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,44.4,44.4
0419-YAAPX,no,male,0,yes,no,49,yes,no,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,credit-card-(automatic),85.3,4297.95
0420-BWTPW,yes,male,0,no,yes,8,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,25.5,215.2
0420-HLGXF,no,female,1,no,no,39,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,99.75,4036.0
0420-TXVSG,no,male,0,yes,no,66,yes,yes,dsl,yes,yes,yes,no,no,no,two-year,yes,credit-card-(automatic),66.1,4428.45
0422-OHQHQ,no,female,0,yes,yes,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,20.55,295.95
0422-UXFAP,no,female,0,yes,no,51,yes,yes,fiber-optic,no,no,yes,no,yes,yes,one-year,yes,electronic-check,98.85,4947.55
0423-UDIJQ,no,male,1,no,no,9,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed-check,49.2,447.9
0426-TIRNE,yes,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.9,20.9
0428-AXXLJ,no,male,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,bank-transfer-(automatic),19.5,516.3
0428-IKYCP,no,male,0,yes,no,22,yes,no,fiber-optic,no,no,yes,no,yes,no,month-to-month,yes,bank-transfer-(automatic),87.0,1850.65
0430-IHCDJ,no,male,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic-check,49.0,749.25
0431-APWVY,yes,female,0,yes,yes,28,yes,no,fiber-optic,no,no,no,no,yes,yes,one-year,yes,bank-transfer-(automatic),90.1,2598.95
0432-CAJZV,no,male,0,no,no,3,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,no,mailed-check,90.7,237.65
0434-CSFON,no,female,0,yes,no,47,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,100.5,4707.1
0436-TWFFZ,no,female,0,no,no,67,yes,yes,dsl,yes,no,yes,yes,yes,yes,two-year,yes,mailed-check,85.25,5714.2
0439-IFYUN,no,female,1,no,no,18,yes,no,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,74.7,1294.6
0440-EKDCF,no,male,0,yes,no,62,yes,no,dsl,no,yes,yes,yes,no,no,two-year,yes,credit-card-(automatic),60.15,3753.2
0440-MOGPM,no,female,0,no,no,41,yes,yes,dsl,no,yes,yes,no,yes,yes,one-year,yes,electronic-check,80.55,3263.9
0440-QEXBZ,no,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed-check,50.15,2139.1
0440-UEDAI,no,female,0,no,no,53,yes,no,fiber-optic,no,yes,yes,yes,no,yes,one-year,yes,credit-card-(automatic),94.45,5042.75
0442-TDYUO,no,male,0,yes,no,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,mailed-check,20.05,1036.0
0442-ZXKVS,no,female,1,yes,no,54,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,one-year,yes,bank-transfer-(automatic),115.6,6431.05
0447-BEMNG,yes,female,0,yes,no,48,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,bank-transfer-(automatic),45.3,2145.0
0447-RXSGD,no,male,0,no,no,24,yes,yes,fiber-optic,no,yes,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),99.65,2404.85
0448-YZNZE,,male,1,yes,no,27,yes,yes,fiber-optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic-check,95.55,2510.2
0454-OKRCT,no,male,0,no,no,33,yes,no,fiber-optic,no,yes,no,yes,no,no,two-year,no,bank-transfer-(automatic),80.6,2651.1
0455-ENTCR,no,male,0,yes,no,66,yes,yes,dsl,yes,yes,no,yes,yes,yes,two-year,no,electronic-check,85.25,5538.35
0455-XFASS,no,female,0,yes,yes,3,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,69.55,200.2
0458-HEUZG,no,female,0,no,no,13,no,no phone service,dsl,no,no,yes,yes,no,no,two-year,no,mailed-check,35.4,450.4
0459-SPZHJ,no,male,0,yes,yes,63,yes,yes,dsl,yes,yes,yes,no,yes,yes,two-year,no,credit-card-(automatic),83.5,5435.0
0461-CVKMU,yes,female,0,yes,yes,23,yes,no,fiber-optic,no,yes,yes,yes,no,no,month-to-month,no,electronic-check,83.8,1900.25
0463-TXOAK,no,male,0,no,yes,52,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),25.6,1334.5
0463-WZZKO,no,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit-card-(automatic),20.75,67.1
0463-ZSDNT,no,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank-transfer-(automatic),56.75,503.25
0464-WJTKO,no,female,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),20.1,1460.85
0468-YRPXN,no,male,0,no,no,29,yes,no,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,yes,credit-card-(automatic),98.8,2807.1
0471-ARVMX,no,female,1,yes,no,62,yes,yes,fiber-optic,yes,no,yes,no,yes,yes,one-year,yes,electronic-check,104.85,6312.9
0471-LVHGK,yes,male,0,yes,no,41,yes,yes,dsl,no,no,yes,no,yes,yes,one-year,yes,electronic-check,73.0,3001.2
0475-RIJEP,yes,male,0,no,no,43,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,77.85,3365.85
0479-HMSWA,no,female,0,no,yes,26,yes,no,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,electronic-check,105.45,2715.3
0480-BIXDE,no,female,0,yes,no,19,yes,no,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,96.8,1743.05
